question_id,question,human_answer,human_attribution,model_answer,model_attribution
65,"Wanneer kan er zonder toestemming van de betrokkene ten behoeve van statistiek of wetenschappelijk onderzoek op het gebied van volksgezondheid, opgroei- en opvoedingsproblemen, psychische problemen en stoornissen, kinderbescherming of jeugdreclassering aan een ander desgevraagd inlichtingen over de betrokkene of inzage in de gegevens uit het dossier worden verstrekt?","In afwijking van artikel 7.3.11, eerste lid, kunnen zonder toestemming van de betrokkene ten behoeve van statistiek of wetenschappelijk onderzoek op het gebied van de volksgezondheid, opgroei- en opvoedingsproblemen, psychische problemen en stoornissen, kinderbescherming of jeugdreclassering aan een ander desgevraagd inlichtingen over de betrokkene  of inzage in de gegevens uit het dossier worden verstrekt indien: a. het vragen van toestemming in redelijkheid niet mogelijk is en met betrekking tot de uitvoering van het onderzoek is voorzien in zodanige waarborgen, dat de persoonlijke levenssfeer van de betrokkene niet onevenredig wordt geschaad, of b. het vragen van toestemming, gelet op de aard en het doel van het onderzoek, in redelijkheid niet kan worden verlangd en de gegevens in zodanige vorm worden verstrekt dat herleiding tot individuele natuurlijke personen redelijkerwijs wordt voorkomen. Verstrekking overeenkomstig het eerste lid is slechts mogelijk indien: a. Het onderzoek een algemeen belang dient, b. Het onderzoek niet zonder de desbetreffende gegevens kan worden uitgevoerd, en c. Voor zover de betrokkene tegen een verstrekking niet uitdrukkelijk bezwaar heeft gemaakt.","DOC1904, DOC1905",,
66,Wanneer wordt een persoonsgebonden budget verstrekt voor een jeugdige of zijn ouders dat hen in staat stelt  de jeugdhulp die tot de individuele voorziening behoort van derden te verstrekken?,"Een persoonsgebonden budget wordt verstrekt, indien: a. de jeugdige of zijn ouders naar het oordeel van het college op eigen kracht voldoende in staat zijn tot een redelijke waardering van de belangen ter zake dan wel met hulp uit hun sociale netwerk dan wel van een curator, bewindvoerder, mentor, gemachtigde, gecertificeerde instelling of aanbieder van gesloten jeugdhulp, in staat zijn de aan een persoonsgebonden budget verbonden taken op verantwoorde wijze uit te voeren; b. de jeugdige of zijn ouders zich gemotiveerd op het standpunt stellen dat zij de individuele voorziening die wordt geleverd door een aanbieder, niet passend achten; en c. naar het oordeel van het college is gewaarborgd dat de jeugdhulp die tot de individuele voorziening behoort en die de jeugdige of zijn ouders van het budget willen betrekken, van goede kwaliteit is.","DOC1926, DOC1927",,
67,Wanneer kan een het college een persoonsgebonden budget voor een jeugdige weigeren?,"Het college kan een persoonsgebonden budget weigeren: a. voor zover de kosten van het betrekken van de jeugdhulp van derden hoger zijn dan de kosten van de individuele voorziening, of b. indien het college eerder toepassing heeft gegeven aan artikel 8.1.4, eerste lid, onderdeel a, d of e.",DOC1927,,
68,Wanneer kan een ontheffing voor opium worden verleend of verlengd?,"Een ontheffing kan slechts worden verleend of verlengd indien de aanvrager ten genoegen van Onze Minister heeft aangetoond: a. Dat daarmee het belang van de volksgezondheid of dat van de gezondheid van dieren wordt gediend; b. Deze nodig te hebben voor het verrichten van wetenschappelijk of analytisch-chemisch onderzoek dan wel voor instructieve doeleinden, voor zover het belang van de volksgezondheid zich hier niet tegen verzet, of c. Deze nodig te hebben voor het verrichten van een handeling als bedoeld in artikel 2 of 3 krachtens een overeenkomst met: 1. Een ander aan wie krachtens artikel 6, eerste lid, een ontheffing is verleend; 2. Een apotheker of apotheekhoudende arts; 3. Een dierenarts; 4. Een instelling of persoon, aangewezen krachtens artikel 5, tweede of derde lid; 5. Een houder van een in een ander land verleende vergunning of ontheffing om de desbetreffende middelen in dat land in te voeren, voor zover het belang van de volksgezondheid zich hier niet tegen verzet.",DOC2023,,
69,Wanneer wordt een ontheffing voor opium ingetrokken?,"Een ontheffing wordt ingetrokken: a. op aanvraag van de houder van de ontheffing; b. indien het belang van de volksgezondheid dit vordert; c. indien naar het oordeel van Onze Minister de doeleinden waarvoor de ontheffing is verleend niet meer gerealiseerd kunnen worden; d. indien een krachtens artikel 7, tweede lid, verschuldigde vergoeding niet binnen 30 dagen na heffing is voldaan en evenmin gevolg is gegeven aan de aanmaning van Onze Minister, gedaan na afloop van die termijn, om alsnog binnen acht dagen te betalen.","DOC2028, DOC2029",,
70,Wanneer vervalt een ontheffing voor opium?,"Een ontheffing vervalt: a. door het overlijden van de houder; b. indien ingevolge een onherroepelijk geworden rechterlijke uitspraak de houder van de ontheffing onder curatele is gesteld dan wel zijn goederen onder bewind zijn gesteld; c. indien de rechtspersoon aan wie de ontheffing is verleend, wordt ontbonden, fuseert en niet de verkrijgende rechtspersoon is, of wordt gesplitst.",DOC2031,,
71,Wanneer kan de Autoriteit Consument en Markt op diens aanvraag ontheffing verlenen aan een eigenaar van een net?,"De Autoriteit Consument en Markt kan op diens aanvraag ontheffing verlenen aan een eigenaar van een net , niet zijnde het landelijk hoogspanningsnet, van het gebod van artikel 10, negende lid, indien: a. het bedrijfs- of productieproces van de gebruikers van het net om specifieke technische of veiligheidsredenen geÃ¯ntegreerd is of het net primair elektriciteit distribueert voor de eigenaar van dat net of de daarmee verwante ondernemingen; b. de aanvrager geen netbeheerder is en niet in een groepsmaatschappij als bedoeld in artikel 24b van Boek 2 van het Burgerlijk Wetboek met een netbeheerder verbonden is, c. het net binnen een geografisch afgebakende industriÃ«le locatie, commerciÃ«le locatie of locatie met gedeelde diensten ligt en dat net technisch, organisatorisch of functioneel verbonden is, d. op het net minder dan 500 afnemers zijn aangesloten, e. het net geen huishoudelijke eindafnemers van elektriciteit voorziet, tenzij er sprake is van incidenteel gebruik door een klein aantal huishoudelijke eindafnemers dat werkzaam is bij of vergelijkbare betrekkingen heeft met de eigenaar van het net en f. de veiligheid en betrouwbaarheid van het net voldoende is gewaarborgd.","DOC0883, DOC0884",,
72,Wanneer heeft een producent recht op vergoeding van schade door de netbeheerder van het net op zee?,"Een producent heeft recht op vergoeding van schade door de netbeheerder van het net op zee, indien: a. deze netbeheerder het voor de ontsluiting van het windpark noodzakelijk deel van het net op zee geheel of gedeeltelijk later oplevert dan in het ontwikkelkader, bedoeld in artikel 16e, eerste lid, is opgenomen en de producent hierdoor geheel of gedeeltelijk geen elektriciteit kan laten transporteren, of b. de hoeveelheid elektriciteit die in een kalenderjaar niet kan worden getransporteerd over het net op zee groter is dan de hoeveelheid elektriciteit die niet kan worden getransporteerd wegens gemiddeld voor het net op zee redelijkerwijs noodzakelijk onderhoud en de producent hierdoor geheel of gedeeltelijk geen elektriciteit kan laten transporteren.",DOC0909,,
73,Wanneer kan de Autoriteit Consument en Markt een ontheffing intrekken?,"De Autoriteit Consument en Markt kan een ontheffing intrekken, indien: a. de houder van de ontheffing de aan de ontheffing verbonden voorschriften of opgelegde beperkingen niet nakomt; b. de houder van de ontheffing bij de aanvraag onjuiste of onvolledige gegevens heeft verstrekt en de verstrekking van juiste en volledige gegevens tot een andere beschikking op de aanvraag zou hebben geleid; c. de Autoriteit Consument en Markt, gelet op de belangen bedoeld in artikel 36, eerste lid, onderdelen b tot en met f en de regels, bedoeld in artikel 36, eerste lid, onderdelen g en h, van oordeel is dat intrekking van de ontheffing noodzakelijk is.","DOC1006, DOC1007",,
74,Wanneer kan onze minister een vergunning voor de levering van elektriciteit intrekken?,"Onze Minister kan een vergunning intrekken, indien: a. de houder van de vergunning dit verzoekt; b. de houder van de vergunning in onvoldoende mate voldoet aan de verplichting, bedoeld in artikel 95b; c. de houder van de vergunning de in de vergunning opgenomen voorschriften of opgelegde beperkingen niet nakomt; d. de houder van de vergunning bij de aanvraag onjuiste of onvolledige gegevens heeft verstrekt en de verstrekking van juiste en volledige gegevens tot een andere beschikking op de aanvraag zou hebben geleid; e. de houder van de vergunning naar het oordeel van Onze Minister om andere redenen niet langer in staat moet worden geacht de vergunde activiteit of in de vergunning opgenomen voorschriften na te komen; f. de houder van de vergunning de voorschriften bij of krachtens de artikelen 95k en 95l niet nakomt.",DOC1176,,
75,Slechts wanneer geeft de centrale commissie een positief oordeel over een onderzoeksprotocol betreffende wetenschappelijk onderzoek met embryo's waarmee geen zwangerschap tot stand wordt gebracht?,"De centrale commissie geeft slechts een positief oordeel over een onderzoeksprotocol betreffende wetenschappelijk onderzoek met embryo's waarmee geen zwangerschap tot stand wordt gebracht, indien: a. redelijkerwijs aannemelijk is dat het onderzoek zal leiden tot de vaststelling van nieuwe inzichten op het terrein van de medische wetenschap; b. redelijkerwijs aannemelijk is dat de vaststelling, bedoeld onder a, niet door andere vormen of methoden van wetenschappelijk onderzoek kan plaatsvinden dan onderzoek met de desbetreffende embryo's of door onderzoek van minder ingrijpende aard; c. het onderzoek voldoet aan de eisen van een juiste methodologie van wetenschappelijk onderzoek; d. het onderzoek wordt uitgevoerd door of onder leiding van personen die deskundig zijn op het desbetreffende gebied van wetenschappelijk onderzoek; e. het onderzoek ook overigens voldoet aan redelijkerwijs daaraan te stellen eisen.",DOC1225,,
76,Slechts wanneer geeft de centrale commissie een positief oordeel over een onderzoeksprotocol betreffende wetenschappelijk onderzoek met embryo's buiten het menselijk lichaam waarmee wordt beoogd een zwangerschap tot stand te brengen?,"De centrale commissie geeft slechts een positief oordeel over een onderzoeksprotocol betreffende wetenschappelijk onderzoek met embryo's  buiten het menselijk lichaam waarmee wordt beoogd een zwangerschap tot stand te brengen, indien: a. redelijkerwijs aannemelijk is dat het onderzoek zal leiden tot de vaststelling van nieuwe inzichten inzake onderzoeks- of behandelingsmethoden, gericht op het tot stand brengen van zwangerschap en de geboorte van een gezond kind; b. redelijkerwijs aannemelijk is dat de vaststelling, bedoeld onder a, niet door andere vormen of methoden van wetenschappelijk onderzoek kan plaatsvinden dan onderzoek met embryo's waarmee wordt beoogd een zwangerschap tot stand te brengen, of door onderzoek van minder ingrijpende aard; c. redelijkerwijs aannemelijk is dat het met het onderzoek te dienen belang in evenredige verhouding staat tot de bezwaren en risico's voor het toekomstige kind en de vrouw en d. is voldaan aan de eisen, bedoeld in de onderdelen c, d en e van artikel 10.",DOC1231,,
77,"Slechts wanneer geeft de centrale commissie een positief oordeel over een onderzoeksprotocol betreffende wetenschappelijk onderzoek met foetussen, daaronder begrepen wetenschappelijk onderzoek met zwangerschapsondersteunende weefsels?","De centrale commissie of de commissie, bedoeld in artikel 16 van de Wet medisch-wetenschappelijk onderzoek met mensen, geeft slechts een positief oordeel over een onderzoeksprotocol betreffende wetenschappelijk onderzoek met foetussen, daaronder begrepen wetenschappelijk onderzoek met zwangerschapsondersteunende weefsels, indien: a. redelijkerwijs aannemelijk is dat het onderzoek zal leiden tot de vaststelling van nieuwe inzichten op het gebied van de geneeskunst betreffende ongeboren en pasgeboren kinderen of omtrent de voltooiing van zwangerschappen; b. redelijkerwijs aannemelijk is dat de doelstelling, bedoeld onder a, niet door andere vormen of methoden van wetenschappelijk onderzoek kan worden bereikt dan onderzoek met foetussen, daaronder begrepen onderzoek met zwangerschapsondersteunende weefsels of door onderzoek van minder ingrijpende aard; c. redelijkerwijs aannemelijk is dat het met het onderzoek te dienen belang in evenredige verhouding staat tot de bezwaren en risico's voor de desbetreffende foetus en de zwangere vrouw en d. is voldaan aan de eisen, bedoeld in de onderdelen c, d en e van artikel 10.","DOC1235, DOC1236",,
78,Wanneer is wetenschappelijk onderzoek met een foetus daaronder begrepen wetenschappelijk onderzoek met zwangerschapsondersteunende weefsels toegestaan?,"Wetenschappelijk onderzoek met een foetus daaronder begrepen wetenschappelijk onderzoek met zwangerschapsondersteunende weefsels is toegestaan indien het kan bijdragen aan de diagnostiek, de voorkoming of de behandeling van ernstige aandoeningen bij de desbetreffende foetus daaronder begrepen wetenschappelijk onderzoek met zwangerschapsondersteunende weefsels en dat niet kan worden uitgesteld tot na de geboorte.",DOC1237,,
79,"Wanneer is wetenschappelijk onderzoek dat niet kan bijdragen aan de diagnostiek, de voorkoming of behandeling van ernstige aandoeningen bij de desbetreffende foetus toegestaan?","Wetenschappelijk onderzoek dat niet kan bijdragen aan de diagnostiek, de voorkoming of behandeling van ernstige aandoeningen bij de desbetreffende foetus is slechts toegestaan, indien: a. het kan bijdragen aan de diagnostiek, de voorkoming of behandeling van ernstige aandoeningen bij andere foetussen; b. de bezwaren en risicoâ€™s voor de desbetreffende foetus en de zwangere vrouw minimaal zijn, en c. het niet kan worden uitgesteld tot na de geboorte.",DOC1237,,
80,Wanneer wordt een vergunning voor ruimtevaartactiviteiten geweigerd?,"Een vergunning wordt geweigerd indien: a. de naleving van een verdrag of een bindend besluit van een volkenrechtelijke organisatie dit vordert; b. feiten of omstandigheden er naar het oordeel van Onze Minister op duiden dat de veiligheid van personen en goederen, de bescherming van het milieu in de ruimte, de bescherming van de openbare orde of de veiligheid van de staat door het verlenen van de vergunning in gevaar kunnen worden gebracht; c. verlening daarvan in strijd zou zijn met bij of krachtens deze wet gestelde regels.","DOC3991, DOC3992",,
81,Wanneer wordt een vergunning voor ruimtevaartactiviteiten ingetrokken?,"De vergunning wordt ingetrokken indien: a. de vergunninghouder hierom verzoekt; b. de naleving van een verdrag of een bindend besluit van een volkenrechtelijke organisatie dit vordert; c. de vrees gewettigd is dat het van kracht blijven van de vergunning gevaar zal opleveren voor de veiligheid van personen en goederen, de bescherming van het milieu in de ruimte, de bescherming van de openbare orde of de veiligheid van de staat.","DOC3993, DOC3994",,
82,Wanneer wordt de toegekende prestatiebeurs hoger onderwijs voor de duur van de desbetreffende opleiding omgezet in een gift?,"Indien een ho-student binnen de diplomatermijn hoger onderwijs met goed gevolg een associate degree-opleiding afrondt, wordt de toegekende prestatiebeurs hoger onderwijs voor de duur van de desbetreffende opleiding omgezet in een gift.",DOC4157,,
83,Wanneer komt een uitwonende student in aanmerking voor het ontvangen van het normbedrag?,"Voor het normbedrag voor een uitwonende student komt in aanmerking de student die voldoet aan de volgende verplichtingen: a. de student woont op het adres waaronder hij in de basisregistratie personen staat ingeschreven, en b. het woonadres van de student is niet het adres waaronder zijn ouders of een van hen in de basisregistratie personen staat of staan ingeschreven.",DOC4027,,
84,Wanneer kan een student in aanmerking komen voor studiefinanciering?,"Voor studiefinanciering kan een student in aanmerking komen die: a. de Nederlandse nationaliteit bezit, b. niet de Nederlandse nationaliteit bezit maar wel ingevolge een verdrag of een besluit van een volkenrechtelijke organisatie op het terrein van de studiefinanciering met een Nederlander wordt gelijkgesteld, of c. niet de Nederlandse nationaliteit bezit maar wel in Nederland woont en behoort tot een bij algemene maatregel van bestuur aangewezen groep van personen die voor het terrein van de studiefinanciering met Nederlanders worden gelijkgesteld.",DOC4033,,
85,Wanneer heeft een mbo-student aan een opleiding niveau 3 of 4 geen aanspraak op studiefinanciering voor beroepsonderwijs?,"Een mbo-student aan een opleiding niveau 3 of 4 heeft geen aanspraak op studiefinanciering voor beroepsonderwijs: a. indien hij na het verstrijken van zijn aanspraak op prestatiebeurs beroepsonderwijs gedurende 36 maanden een lening heeft genoten, of b. indien er 10 jaren verstreken zijn met ingang van de maand waarover voor het eerst studiefinanciering in de zin van de paragrafen 4.1.2 of 4.2.3 is toegekend voor het volgen van beroepsonderwijs of op grond van de Wet studiefinanciering BES is toegekend voor het volgen van beroepsonderwijs aan een opleiding niveau 3 of 4.","DOC4042, DOC4043",,
86,Wanneer kan een ho-student in aanmerking komen voor levenlanglerenkrediet?,"Een ho-student kan in aanmerking komen voor levenlanglerenkrediet, indien hij is ingeschreven voor het volgen van: a. een opleiding als bedoeld in de artikelen 2.8 tot en met 2.11; b. een postinitiÃ«le masteropleiding als bedoeld in artikel 7.3b WHW; c. een deeltijdse opleiding in het hoger onderwijs, bedoeld in artikel 7.7, eerste lid, WHW, waaraan accreditatie als bedoeld in artikel 1.1, onderdeel q, WHW is verleend; of d. een of meer onderwijseenheden als bedoeld in artikel 7.3, tweede lid, WHW, van een opleiding waaraan accreditatie als bedoeld in artikel 1.1, onderdeel q, WHW is verleend, aan: 1Â°. de Open Universiteit; 2Â°. een rechtspersoon voor hoger onderwijs als bedoeld in artikel 1.1 WHW; of 3Â°. een bekostigde instelling voor hoger onderwijs als bedoeld in artikel 1.8, eerste lid, WHW, met uitzondering van de Open Universiteit, in bij ministeriÃ«le regeling te bepalen gevallen, waarin bij wijze van experiment op grond van artikel 1.7a WHW, in afwijking van artikel 7.32, derde lid, WHW, inschrijving voor een onderwijseenheid is toegestaan.","DOC4049, DOC4050",,
87,Wanneer heeft een ho-student geen aanspraak op studiefinanciering?,"Een ho-student heeft geen aanspraak op studiefinanciering: a. indien hij na het verstrijken van zijn aanspraak op prestatiebeurs hoger onderwijs gedurende 36 maanden een lening heeft genoten, b. indien er 10 jaren verstreken zijn met ingang van de maand waarover voor het eerst studiefinanciering is toegekend voor het volgen van hoger onderwijs, op grond van deze wet of op grond van de Wet studiefinanciering BES, c. indien hij is ingeschreven aan een opleiding waarvan de duur, daaronder begrepen ten hoogste 12 vakantieweken, korter is dan 1 jaar, of d. indien hij in het betreffende studiefinancieringstijdvak aanspraak maakt op een tegemoetkoming in de kosten voor de toegang tot het onderwijs of voor levensonderhoud, die door de voor de verstrekking van deze tegemoetkomingen verantwoordelijke autoriteit van een ander land wordt verstrekt.",DOC4051,,
88,"Wanneer verleent het college op aanvraag van de werkgever of werknemer, gedaan binnen zes maanden na het begin van de dienstbetrekking, loonkostensubsidie?","Het college verleent op aanvraag van de werkgever of werknemer, gedaan binnen zes maanden na het begin van de dienstbetrekking, in aanvulling op artikel 7, loonkostensubsidie  als na vaststelling door het college blijkt dat de persoon met voltijdse arbeid niet in staat is tot het verdienen van het wettelijk minimumloon en die persoon in de periode van zes maanden voorafgaand aan de dienstbetrekking: a. deelnam aan: 1Â°. het praktijkonderwijs, bedoeld in artikel 2.8 van de Wet voortgezet onderwijs 2020; 2Â°. het voortgezet speciaal onderwijs, bedoeld in artikel 2 van de Wet op de expertisecentra; of 3Â°. de entreeopleiding, bedoeld in artikel 7.2.2., eerste lid, onderdeel a, van de Wet educatie en beroepsonderwijs; dan wel b. een persoon was als bedoeld in artikel 7, eerste lid, onderdeel a.","DOC2107, DOC2108",,
89,Wanneer kan het uitvoeringsinstituut werknemersverzekeringen de toekenning van een tolkvoorziening weigeren?,"Het Uitvoeringsinstituut werknemersverzekeringen kan de toekenning, bedoeld in het tweede lid weigeren, indien de volgende condities gelden:  1. Het na een eerdere herziening, intrekking of weigering van een toekenning op grond van het vierde lid heeft vastgesteld dat: a. De persoon, bedoeld in het tweede lid, onjuiste of onvolledige gegevens heeft verstrekt en de verstrekking van juiste of volledige gegevens tot een andere beslissing zou hebben geleid, b. De persoon niet voldoet aan de aan de tolkvoorziening verbonden voorwaarden, of c. De persoon de tolkvoorzieningen niet of voor een ander doel gebruikt; Daarnaast 2. De persoon, bedoeld in het tweede lid, aanspraak kan maken op tolkvoorzieningen die zijn getroffen op grond van de Wet maatschappelijke ondersteuning 2015, de Wet arbeidsongeschiktheidsvoorziening jonggehandicapten, de Wet werk en inkomen naar arbeidsvermogen of de Wet overige OCW-subsidies, of in verband met werkzaamheden als werknemer in de zin van de Wet sociale werkvoorziening en de aanvraag ondersteuning op grond van die wetten betreft.",DOC2118,,
90,Wat zijn de voorwaarden om recht op bijstand van overheidswege te hebben?,"Iedere in Nederland woonachtige Nederlander die hier te lande in zodanige omstandigheden verkeert of dreigt te geraken dat hij niet over de middelen beschikt om in de noodzakelijke kosten van bestaan te voorzien, heeft recht op bijstand van overheidswege. Met de Nederlander, bedoeld in het eerste lid, wordt gelijkgesteld de hier te lande woonachtige vreemdeling die rechtmatig in Nederland verblijf houdt in de zin van artikel 8, onderdelen a tot en met e en l, van de Vreemdelingenwet 2000, met uitzondering van de gevallen, bedoeld in artikel 24, tweede lid, van Richtlijn 2004/38/EG.",DOC2123,,
91,"Wanneer heeft een persoon van 18, 19 of 20 jaar recht op bijzondere bijstand?","Een persoon van 18, 19 of 20 jaar heeft recht op bijzondere bijstand voorzover zijn noodzakelijke kosten van het bestaan uitgaan boven de bijstandsnorm en hij voor deze kosten geen beroep kan doen op zijn ouders, omdat: a. de middelen van de ouders daartoe niet toereikend zijn; of b. hij redelijkerwijs zijn onderhoudsrecht jegens zijn ouders niet te gelde kan maken.",DOC2125,,
92,Wanneer heeft iemand geen recht op bijstand?,"Geen recht op bijstand heeft degene: a. aan wie rechtens zijn vrijheid is ontnomen; b. die zich onttrekt aan de tenuitvoerlegging van een vrijheidsstraf of vrijheidsbenemende maatregel; c. die zijn militaire of vervangende dienstplicht vervult; d. die wegens werkstaking of uitsluiting niet deelneemt aan de arbeid, voorzover diens gebrek aan middelen daarvan het gevolg is; e. die per kalenderjaar langer dan vier weken verblijf houdt buiten Nederland dan wel een aaneengesloten periode van langer dan vier weken verblijf houdt buiten Nederland; f. die jonger is dan 18 jaar; g. die bijstand vraagt ter gedeeltelijke of volledige aflossing van een schuldenlast en die overigens bij het ontstaan van de schuldenlast, dan wel nadien, beschikte of beschikt over de middelen om in de noodzakelijke kosten van het bestaan te voorzien; h. die een uitreiziger is.",DOC2126,,
93,Wanneer heeft iemand geen recht op algemene bijstand?,"Geen recht op algemene bijstand heeft degene: a. van 18, 19 of 20 jaar die in een inrichting verblijft; b. die onbetaald verlof geniet als bedoeld in artikel 1, onderdeel g, van de Werkloosheidswet of die gehuwd is met een zodanig persoon, voor zover diens gebrek aan middelen daarvan het gevolg is, tenzij de belanghebbende alleenstaande ouder is en hij verlof geniet als bedoeld in hoofdstuk 6 van de Wet arbeid en zorg; c. die jonger is dan 27 jaar en uit â€™s Rijks kas bekostigd onderwijs kan volgen en: 1Â°. in verband daarmee aanspraak heeft op studiefinanciering op grond van de Wet studiefinanciering 2000, dan wel 2Â°. in verband daarmee geen aanspraak heeft op studiefinanciering en dit onderwijs niet volgt; d. die jonger is dan 27 jaar en uit wiens houding en gedragingen ondubbelzinnig blijkt dat hij de verplichtingen, bedoeld in artikel 9, eerste lid, of artikel 55 niet wil nakomen.","DOC2126, DOC2127",,
94,Wanneer verlaagt het college in ieder geval de bijstand?,"Het college verlaagt in ieder geval de bijstand overeenkomstig het vijfde, zesde, zevende of achtste lid ter zake van het niet nakomen door de belanghebbende van de volgende verplichtingen: a. het aanvaarden of het behouden van algemeen geaccepteerde arbeid; b. het uitvoering geven aan de door het college opgelegde verplichting om ingeschreven te staan bij een uitzendbureau; c. het naar vermogen verkrijgen van algemeen geaccepteerde arbeid in een andere dan de gemeente van inwoning, alvorens naar die andere gemeente te verhuizen; d. bereid zijn om te reizen over een afstand met een totale reisduur van 3 uur per dag, indien dat noodzakelijk is voor het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid; e. bereid zijn om te verhuizen, indien het college is gebleken dat er geen andere mogelijkheid is voor het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid, en de belanghebbende een arbeidsovereenkomst met een duur van tenminste een jaar en een netto beloning die ten minste gelijk is aan de voor de belanghebbende geldende bijstandsnorm, kan aangaan; f. het verkrijgen en behouden van kennis en vaardigheden, noodzakelijk voor het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid; g. het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid niet belemmeren door kleding, gebrek aan persoonlijke verzorging of gedrag; h. het gebruik maken van door het college aangeboden voorzieningen, waaronder begrepen sociale activering, gericht op arbeidsinschakeling en mee te werken aan onderzoek naar zijn of haar mogelijkheden tot arbeidsinschakeling. Het college verlaagt de bijstand, overeenkomstig het negende, tiende en elfde lid, indien naar zijn oordeel een redelijk vermoeden bestaat dat belanghebbende niet of niet in voldoende mate de Nederlandse taal beheerst, noodzakelijk voor het naar vermogen verkrijgen, het aanvaarden en het behouden van algemeen geaccepteerde arbeid.","DOC2135, DOC2136, DOC2137, DOC2147",,
95,Wanneer neemt het college een toets af bij de belanghebbende ter oordeel of hij de Nederlandse taal in voldoende mate beheerst voor het verkrijgen van een bijstand?,"Het college neemt een toets bij de belanghebbende af, indien belanghebbende: a. niet gedurende acht jaar Nederlandstalig onderwijs heeft gevolgd; b. geen diploma voor het inburgeringsexamen dan wel de onderwijsroute, bedoeld in artikel 6, tweede lid, van de Wet inburgering 2021 kan overleggen; en c. geen ander document kan overleggen waaruit blijkt dat hij de vaardigheden in de Nederlandse taal beheerst.",DOC2147,,
96,Wanneer verlaagt de Sociale Verzekeringsbank de algemene bijstand?,"De Sociale verzekeringsbank verlaagt de algemene bijstand: a. ter zake van het niet of onvoldoende nakomen van de uit deze wet voortvloeiende verplichtingen, met uitzondering van de verplichting opgenomen in artikel 17, eerste lid; dan wel b. indien de belanghebbende naar het oordeel van de Sociale verzekeringsbank tekortschietend besef van verantwoordelijkheid betoont voor de voorziening in het bestaan. De Sociale verzekeringsbank verlaagt in ieder geval de algemene bijstand overeenkomstig het zesde, zevende, achtste of negende lid ter zake van het niet nakomen door de belanghebbende van de volgende verplichtingen: a. het aanvaarden of het behouden van algemeen geaccepteerde arbeid; b. het uitvoering geven aan de door het college opgelegde verplichting om ingeschreven te staan bij een uitzendbureau; c. het naar vermogen verkrijgen van algemeen geaccepteerde arbeid in een andere dan de gemeente van inwoning, alvorens naar die andere gemeente te verhuizen; d. bereid zijn om te reizen over een afstand met een totale reisduur van 3 uur per dag, indien dat noodzakelijk is voor het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid; e. bereid zijn om te verhuizen, indien het college is gebleken dat er geen andere mogelijkheid is voor het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid, en de belanghebbende een arbeidsovereenkomst met een duur van tenminste een jaar en een netto beloning die ten minste gelijk is aan de voor de belanghebbende geldende bijstandsnorm, kan aangaan; f. het verkrijgen en behouden van kennis en vaardigheden, noodzakelijk voor het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid; g. het naar vermogen verkrijgen, het aanvaarden of het behouden van algemeen geaccepteerde arbeid niet belemmeren door kleding, gebrek aan persoonlijke verzorging of gedrag; h. het gebruik maken van door het college aangeboden voorzieningen, waaronder begrepen sociale activering, gericht op arbeidsinschakeling en mee te werken aan onderzoek naar zijn of haar mogelijkheden tot arbeidsinschakeling.","DOC2221, DOC2222, DOC2223",,
97,Wanneer kan er bijstand worden verleend in de vorm van een geldlening of borgtocht?,Bijstand kan worden verleend in de vorm van een geldlening of borgtocht indien: a. redelijkerwijs kan worden aangenomen dat de belanghebbende op korte termijn over voldoende middelen zal beschikken om over de betreffende periode in de noodzakelijke kosten van het bestaan te voorzien; b. de noodzaak tot bijstandsverlening het gevolg is van een tekortschietend besef van verantwoordelijkheid voor de voorziening in het bestaan; c. de aanvraag een door de belanghebbende te betalen waarborgsom betreft; d. het bijstand ter gedeeltelijke of volledige aflossing van een schuldenlast betreft.,DOC2237,,
98,Wanneer kan het college van de gemeente die de bijstand heeft verleend kosten van bijstand terugvorderen?,"Het college van de gemeente die de bijstand heeft verleend kan kosten van bijstand terugvorderen, voorzover de bijstand: a. anders dan in het eerste lid, ten onrechte of tot een te hoog bedrag is verleend; b. in de vorm van geldlening is verleend en de uit de geldlening voortvloeiende verplichtingen niet of niet behoorlijk worden nagekomen; c. voortvloeit uit gestelde borgtocht; d. ingevolge artikel 52 bij wijze van voorschot is verleend en nadien is vastgesteld dat geen recht op bijstand bestaat; e. anderszins onverschuldigd is betaald voorzover de belanghebbende dit redelijkerwijs had kunnen begrijpen, of f. anderszins onverschuldigd is betaald, waaronder begrepen dat: 1Â°. de belanghebbende naderhand met betrekking tot de periode waarover bijstand is verleend, over in aanmerking te nemen middelen als bedoeld in paragraaf 3.4 beschikt of kan beschikken; 2Â°. bijstand is verleend met een bepaalde bestemming en naderhand door de belanghebbende vergoedingen of tegemoetkomingen worden ontvangen met het oog op die bestemming.","DOC2256, DOC2257",,
