law_id,law_name,hoofdstuk,hoofdstuk_titel,afdeling,afdeling_titel,paragraaf,paragraaf_titel,subparagraaf_titel,titel_titel,artikel,article_name,text
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel133,,,,,,Artikel 133,,"De opheffing en instelling van waterschappen, de regeling van hun taken en inrichting, alsmede de samenstelling van hun besturen, geschieden volgens bij de wet te stellen regels bij provinciale verordening, voor zover bij of krachtens de wet niet anders is bepaald. De wet regelt de verordenende en andere bevoegdheden van de besturen van de waterschappen, alsmede de openbaarheid van hun vergaderingen. De wet regelt het provinciale en overige toezicht op deze besturen. Vernietiging van besluiten van deze besturen kan alleen geschieden wegens strijd met het recht of het algemeen belang."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel134,,,,,,Artikel 134,,"Bij of krachtens de wet kunnen openbare lichamen voor beroep en bedrijf en andere openbare lichamen worden ingesteld en opgeheven. De wet regelt de taken en de inrichting van deze openbare lichamen, de samenstelling en bevoegdheid van hun besturen, alsmede de openbaarheid van hun vergaderingen. Bij of krachtens de wet kan aan hun besturen verordenende bevoegdheid worden verleend. De wet regelt het toezicht op deze besturen. Vernietiging van besluiten van deze besturen kan alleen geschieden wegens strijd met het recht of het algemeen belang."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel135,,,,,,Artikel 135,,"De wet geeft regels ter voorziening in zaken waarbij twee of meer openbare lichamen zijn betrokken. Daarbij kan in de instelling van een nieuw openbaar lichaam worden voorzien, in welk geval artikel 134, tweede en derde lid, van toepassing is."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel136,,,,,,Artikel 136,,"De geschillen tussen openbare lichamen worden bij koninklijk besluit beslist, tenzij deze behoren tot de kennisneming van de rechterlijke macht of hun beslissing bij de wet aan anderen is opgedragen."
BWBR0001840,Grondwet,Hoofdstuk8,Herziening van de Grondwet,Artikel137,,,,,,Artikel 137,,"De wet verklaart, dat een verandering in de Grondwet, zoals zij die voorstelt, in overweging zal worden genomen. De Tweede Kamer kan, al dan niet op een daartoe door of vanwege de Koning ingediend voorstel, een voorstel voor zodanige wet splitsen. De Tweede Kamer die wordt gekozen na de bekendmaking van de wet, bedoeld in het eerste lid, overweegt in tweede lezing het voorstel tot verandering, bedoeld in het eerste lid. Indien deze Tweede Kamer geen besluit neemt over het voorstel, vervalt dit van rechtswege. Zodra zij het voorstel heeft aangenomen, overweegt de Eerste Kamer dit in tweede lezing. De beide kamers kunnen het voorstel tot verandering alleen aannemen met ten minste twee derden van het aantal uitgebrachte stemmen. De Tweede Kamer kan, al dan niet op een daartoe door of vanwege de Koning ingediend voorstel, met ten minste twee derden van het aantal uitgebrachte stemmen een voorstel tot verandering splitsen."
BWBR0001840,Grondwet,Hoofdstuk8,Herziening van de Grondwet,Artikel138,,,,,,Artikel 138,,"Voordat de in tweede lezing aangenomen voorstellen tot verandering in de Grondwet door de Koning worden bekrachtigd, kunnen bij de wet: de aangenomen voorstellen en de ongewijzigd gebleven bepalingen van de Grondwet voor zoveel nodig aan elkaar worden aangepast; de indeling in en de plaats van hoofdstukken, paragrafen en artikelen, alsmede de opschriften worden gewijzigd.  Een voorstel van wet, houdende voorzieningen als bedoeld in het eerste lid onder a, kunnen de kamers alleen aannemen met ten minste twee derden van het aantal uitgebrachte stemmen."
BWBR0001840,Grondwet,Hoofdstuk8,Herziening van de Grondwet,Artikel139,,,,,,Artikel 139,,"De veranderingen in de Grondwet, door de Staten-Generaal aangenomen en door de Koning bekrachtigd, treden terstond in werking, nadat zij zijn bekendgemaakt."
BWBR0001840,Grondwet,Hoofdstuk8,Herziening van de Grondwet,Artikel140,,,,,,Artikel 140,,"Bestaande wetten en andere regelingen en besluiten die in strijd zijn met een verandering in de Grondwet, blijven gehandhaafd, totdat daarvoor overeenkomstig de Grondwet een voorziening is getroffen."
BWBR0001840,Grondwet,Hoofdstuk8,Herziening van de Grondwet,Artikel141,,,,,,Artikel 141,,"De tekst van de herziene Grondwet wordt bij koninklijk besluit bekendgemaakt, waarbij hoofdstukken, paragrafen en artikelen kunnen worden vernummerd en verwijzingen dienovereenkomstig kunnen worden veranderd."
BWBR0001840,Grondwet,Hoofdstuk8,Herziening van de Grondwet,Artikel142,,,,,,Artikel 142,,"De Grondwet kan bij de wet met het Statuut voor het Koninkrijk der Nederlanden in overeenstemming worden gebracht. De artikelen 139, 140 en 141 zijn van overeenkomstige toepassing."
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelI,,,,,,Artikel I,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelII,,,,,,Artikel II,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelIII,,,,,,Artikel III,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelIV,,,,,,Artikel IV,,Wijzigt het Statuut voor het Koninkrijk der Nederlanden.
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelV,,,,,,Artikel V,,"Artikel 137 van de Grondwet zoals dat luidde voor de inwerkingtreding van dit artikel, blijft van kracht ten aanzien van een voorstel tot verandering in de Grondwet waarvan de wet die verklaart dat zij in overweging zal worden genomen, is bekendgemaakt vóór de datum waarop de Tweede Kamer is gekozen die zitting heeft op de datum van inwerkingtreding van dit artikel. Indien een wijziging van artikel 137 van de Grondwet in werking is getreden die ertoe strekt dat de Staten-Generaal in verenigde vergadering een voorstel tot verandering in de Grondwet in tweede lezing overwegen, komt het derde lid van artikel 137 van de Grondwet te luiden: 3. Nadat de Tweede Kamer die wordt gekozen na de bekendmaking van de wet, bedoeld in het eerste lid, is samengekomen, overwegen de Staten-Generaal in verenigde vergadering in tweede lezing het voorstel tot verandering, bedoeld in het eerste lid. Zij kunnen dit alleen aannemen met ten minste twee derden van het aantal uitgebrachte stemmen. Indien zij gedurende de zittingsduur van de in de eerste volzin bedoelde Tweede Kamer geen besluit nemen over het voorstel, vervalt dit van rechtswege. Dit additionele artikel vervalt op een bij wet te bepalen tijdstip, nadat de behandeling van voorstellen tot verandering in de Grondwet als bedoeld in het eerste en het tweede lid is afgerond."
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelVI,,,,,,Artikel VI,,"Artikel 55 naar de tekst van 2017 blijft gedurende vijf jaren of een bij of krachtens de wet te bepalen kortere termijn van kracht. Deze termijn kan bij de wet voor ten hoogste vijf jaren worden verlengd. Dit additionele artikel vervalt op de dag waarop de termijn, bedoeld in het eerste lid, eindigt."
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelVII,,,,,,Artikel VII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelVIII,,,,,,Artikel VIII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelIX,,,,,,Artikel IX,,"Artikel 16 is niet van toepassing ten aanzien van feiten, strafbaar gesteld krachtens het Besluit Buitengewoon Strafrecht."
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelX,,,,,,Artikel X,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXI,,,,,,Artikel XI,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXII,,,,,,Artikel XII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXIII,,,,,,Artikel XIII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXIV,,,,,,Artikel XIV,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXV,,,,,,Artikel XV,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXVI,,,,,,Artikel XVI,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXVII,,,,,,Artikel XVII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXVIII,,,,,,Artikel XVIII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXIX,,,,,,Artikel XIX,,"Het formulier van afkondiging, vastgesteld bij artikel 81 en de formulieren van verzending en kennisgeving, vastgesteld bij de artikelen 123, 124, 127, 128 en 130 van de Grondwet naar de tekst van 1972, blijven van kracht totdat daarvoor een regeling is getroffen.  81 Het formulier van afkondiging der wetten is het volgende: ""Wij"" enz. ""Koning der Nederlanden"", enz. ""Allen, die deze zullen zien of horen lezen, saluut! doen te weten: ""Alzo Wij in overweging genomen hebben, dat"" enz. (De beweegredenen der wet). ""Zo is het, dat Wij, de Raad van State gehoord, en met gemeen overleg der Staten-Generaal, hebben goedgevonden en verstaan, gelijk Wij goedvinden en verstaan bij deze"" enz. (De inhoud der wet). ""Gegeven"". enz. Ingeval een Koningin regeert of het Koninklijk gezag door een Regent of door de Raad van State wordt waargenomen, wordt de daardoor nodige wijziging in dit formulier gebracht.  130 De Koning doet de Staten-Generaal zo spoedig mogelijk kennis dragen, of hij een voorstel van wet, door hen aangenomen, al dan niet goedkeurt. Die kennisgeving geschiedt met een der volgende formulieren: ""De Koning bewilligt in het voorstel."" of: ""De Koning houdt het voorstel in overweging."""
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXX,,,,,,Artikel XX,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXI,,,,,,Artikel XXI,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXII,,,,,,Artikel XXII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXIII,,,,,,Artikel XXIII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXIV,,,,,,Artikel XXIV,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXV,,,,,,Artikel XXV,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXVI,,,,,,Artikel XXVI,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXVII,,,,,,Artikel XXVII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXVIII,,,,,,Artikel XXVIII,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXIX,,,,,,Artikel XXIX,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk,Additionele artikelen,ArtikelXXX,,,,,,Artikel XXX,,Vervallen
