DOC_ID,law_id,law_name,hoofdstuk,hoofdstuk_titel,afdeling,afdeling_titel,paragraaf,paragraaf_titel,subparagraaf_titel,titel_titel,artikel,article_name,text
DOC1813,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.2,,Artikel6.2.8,Tenuitvoerlegging van de machtiging,,,Artikel 6.2.8,,"indien een jeugdige een kind heeft, kan de jeugdige het kind in de gesloten accommodatie verzorgen en opvoeden voor zover het verblijf van het kind zich verdraagt met de opvoeding en het gezond en veilig opgroeien van het kind en de jeugdige alsmede met de veiligheid in de gesloten accommodatie. de jeugdhulpaanbieder draagt er in dat geval zorg voor dat een jeugdige die een kind heeft, beschikt over faciliteiten die passend zijn om een kind te verzorgen en op te voeden."
DOC1814,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.2,,Artikel6.2.9,Tenuitvoerlegging van de machtiging,,,Artikel 6.2.9,,"de jeugdhulpverantwoordelijke stelt samen met de jeugdige een hulpverleningsplan op. de jeugdhulpaanbieder draagt ervoor zorg dat het hulpverleningsplan, bedoeld in het eerste lid, zo spoedig mogelijk, maar in elk geval binnen zes weken na opname in de gesloten accommodatie, wordt vastgesteld. de jeugdhulpverantwoordelijke wijst de jeugdige en diens ouders op de mogelijkheden om zich bij het opstellen, evalueren en wijzigen van het hulpverleningsplan te laten bijstaan door: een vertrouwenspersoon; of een familielid of naaste. de jeugdhulpverantwoordelijke overlegt voorafgaand aan het vaststellen of wijzigen van het hulpverleningsplan met: de ouders van de jeugdige; degene die het gezag heeft over de jeugdige; de voor de verlening van de jeugdhulp relevante familie en naasten; een gekwalificeerde gedragswetenschapper, indien de jeugdhulpverantwoordelijke geen gekwalificeerde gedragswetenschapper is; en een arts, indien wordt overwogen in het hulpverleningsplan geneeskundige behandelingen op te nemen. de jeugdhulpverantwoordelijke houdt bij het opstellen en wijzigen van het hulpverleningsplan zoveel als mogelijk rekening"
DOC1815,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.2,,Artikel6.2.9,Tenuitvoerlegging van de machtiging,,,Artikel 6.2.9,,"met de wensen en voorkeuren van de jeugdige. indien voorafgaand aan de opname in de gesloten accommodatie een familiegroepsplan is vastgesteld, kan dat familiegroepsplan worden aangevuld met het hulpverleningsplan. de vertrouwenspersoon verleent op verzoek van de jeugdige of diens ouders advies en bijstand bij het opstellen, evalueren en wijzigen van het hulpverleningsplan. de jeugdhulpverantwoordelijke evalueert het hulpverleningsplan samen met de jeugdige vier weken na aanvang van de uitvoering ervan en vervolgens ten minste elke twee maanden. de jeugdhulpverantwoordelijke stelt een verslag op van de evaluatie, bedoeld in het achtste lid, en reikt het verslag uit aan de jeugdige."
DOC1816,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.2,,Artikel6.2.10,Tenuitvoerlegging van de machtiging,,,Artikel 6.2.10,,"in het hulpverleningsplan, bedoeld in artikel 6.2.9, eerste lid, wordt in elk geval opgenomen: een omschrijving van de problematiek van de jeugdige en van het gedrag dat daaruit voortvloeit; de doelen voor de ontwikkeling van de jeugdige; een beschrijving van de te verlenen jeugdhulp; welke vrijheidsbeperkende maatregelen toegepast kunnen worden, de gevallen waarin en de termijn dat die maatregelen toegepast kunnen worden, alsmede welke jeugdhulpverlener of categorie van jeugdhulpverleners bevoegd is de maatregelen toe te passen; de wijze waarop rekening wordt gehouden met de wensen en voorkeuren van de jeugdige ten aanzien van de jeugdhulp; en de frequentie waarmee en de omstandigheden waaronder het hulpverleningsplan wordt geëvalueerd en het hulpverleningsplan wordt gewijzigd. indien de jeugdhulpverantwoordelijke geen gekwalificeerde gedragswetenschapper is, vindt de vaststelling of wijziging van de in het hulpverleningsplan opgenomen vrijheidsbeperkende maatregelen niet plaats dan na instemming van een gekwalificeerde gedragswetenschapper. de vaststelling of wijziging van in het hulpverleningsplan opgenomen"
DOC1817,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.2,,Artikel6.2.10,Tenuitvoerlegging van de machtiging,,,Artikel 6.2.10,,geneeskundige behandelingen vindt niet plaats dan na instemming van een arts.
DOC1818,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.2,,Artikel6.2.11,Tenuitvoerlegging van de machtiging,,,Artikel 6.2.11,,"met het oog op de veiligheid van een jeugdige of anderen dan wel om te voorkomen dat een jeugdige zich onttrekt aan de tenuitvoerlegging van de machtiging, bedoeld in de artikelen 6.1.2 en 6.1.3, kan de jeugdhulpaanbieder bepalen dat het vervoer van en naar een gesloten accommodatie plaatsvindt door een door onze ministers daartoe aangewezen vervoerder. bij regeling van onze ministers kunnen regels worden gesteld over het vervoer van en naar gesloten accommodaties, waaronder regels over het door de vervoerder te gebruiken vervoermiddel."
DOC1819,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.1,Toepassing vrijheidsbeperkende maatregelen,Doelen en voorwaarden voor de toepassing van vrijheidsbeperkende maatregelen,,Artikel 6.3.1.1,,"ten aanzien van een jeugdige voor wie een machtiging als bedoeld in artikel 6.1.2, 6.1.3 of 6.1.4 is verleend, kunnen vrijheidsbeperkende maatregelen worden toegepast tegen de wil van de jeugdige of van degene die het gezag over hem uitoefent. een vrijheidsbeperkende maatregel is uitsluitend gericht op: het waarborgen van de veiligheid van een jeugdige of anderen; het afwenden van gevaar voor de gezondheid van een jeugdige of anderen; of het bereiken van de met de jeugdhulp beoogde doelen voor de ontwikkeling van de jeugdige, die in het hulpverleningsplan zijn opgenomen. in een gesloten accommodatie kunnen uitsluitend de in de artikelen 6.3.2.1 tot en met 6.3.2.5 opgenomen vrijheidsbeperkende maatregelen worden toegepast."
DOC1820,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.1,Toepassing vrijheidsbeperkende maatregelen,Doelen en voorwaarden voor de toepassing van vrijheidsbeperkende maatregelen,,Artikel 6.3.1.2,,"een vrijheidsbeperkende maatregel wordt niet toegepast, tenzij: er voor de jeugdige, gelet op het beoogde doel, geen minder bezwarende alternatieven zijn; de maatregel, gelet op het beoogde doel, evenredig is; en redelijkerwijs te verwachten is dat de maatregel effectief is. in aanvulling op het eerste lid kan een vrijheidsbeperkende maatregel uitsluitend worden toegepast als die maatregel is opgenomen in het hulpverleningsplan van de jeugdige. in afwijking van het tweede lid kan in een gesloten accommodatie een maatregel worden toegepast die niet is opgenomen in het hulpverleningsplan voor zover de maatregel tijdelijk noodzakelijk is ter afwending van een noodsituatie, gelet op de veiligheid en gezondheid van een jeugdige, de veiligheid in de gesloten accommodatie of de bescherming van anderen in de accommodatie. in geval van een noodsituatie als bedoeld in het derde lid, is artikel 6.3.1.4, eerste lid, niet van toepassing en wordt een maatregel ten hoogste gedurende drie opeenvolgende dagen"
DOC1821,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.1,Toepassing vrijheidsbeperkende maatregelen,Doelen en voorwaarden voor de toepassing van vrijheidsbeperkende maatregelen,,Artikel 6.3.1.2,,"toegepast. indien een maatregel ter afwending van een noodsituatie niet binnen twaalf uur kan worden beëindigd, is voor de voortzetting van de maatregel de instemming van een gekwalificeerde gedragswetenschapper vereist. de gekwalificeerde gedragswetenschapper beoordeelt of de voortzetting van de maatregel noodzakelijk en geschikt is om de noodsituatie af te wenden. indien de gekwalificeerde gedragswetenschapper oordeelt dat de maatregel niet noodzakelijk en geschikt is om de noodsituatie af te wenden, wordt de maatregel onmiddellijk beëindigd. indien de jeugdhulpverantwoordelijke van oordeel is dat het noodzakelijk is een maatregel na de in het vierde lid bedoelde periode voort te zetten, wordt overwogen de maatregel op te nemen in het hulpverleningsplan van de jeugdige. de artikelen 6.2.9, derde, vierde, vijfde en zevende lid, en 6.2.10, tweede lid, zijn van overeenkomstige toepassing. bij algemene maatregel van bestuur worden nadere regels gesteld over de wijze waarop en de voorwaarden waaronder de vrijheidsbeperkende maatregelen, bedoeld in de"
DOC1822,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.1,Toepassing vrijheidsbeperkende maatregelen,Doelen en voorwaarden voor de toepassing van vrijheidsbeperkende maatregelen,,Artikel 6.3.1.2,,"artikelen 6.1.4, zevende lid, 6.3.2.1, 6.3.2.2, 6.3.2.4, 6.3.2.5 en 6.3.2.6, mogen worden toegepast."
DOC1823,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.1,Toepassing vrijheidsbeperkende maatregelen,Doelen en voorwaarden voor de toepassing van vrijheidsbeperkende maatregelen,,Artikel 6.3.1.3,,"de jeugdhulpaanbieder stelt op basis van de uitgangspunten van de artikelen 6.3.1.1, tweede lid, en 6.3.1.2, eerste lid, een beleidsplan op over de toepassing van vrijheidsbeperkende maatregelen in de gesloten accommodatie, dat gericht is op het terugdringen en voorkomen van de toepassing van vrijheidsbeperkende maatregelen en het zoeken naar alternatieven op basis van vrijwilligheid. de jeugdhulpaanbieder draagt er zorg voor dat het beleidsplan wordt toegepast bij de voorbereiding, uitvoering, evaluatie, wijziging en beëindiging van vrijheidsbeperkende maatregelen in de gesloten accommodatie."
DOC1824,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.1,Toepassing vrijheidsbeperkende maatregelen,Doelen en voorwaarden voor de toepassing van vrijheidsbeperkende maatregelen,,Artikel 6.3.1.4,,"de jeugdhulpverantwoordelijke neemt een beslissing tot het toepassen van een vrijheidsbeperkende maatregel niet dan nadat hij: zich op de hoogte heeft gesteld van de actuele toestand van de betrokken jeugdige; en voor zover mogelijk met de betrokken jeugdige de voorgenomen beslissing heeft besproken in een voor die jeugdige begrijpelijke en toegankelijke taal. de jeugdhulpverantwoordelijke stelt een beslissing tot het toepassen van een vrijheidsbeperkende maatregel op schrift en voorziet de beslissing van een schriftelijke motivering. de jeugdhulpverantwoordelijke overhandigt een afschrift van de beslissing, bedoeld in het tweede lid, aan de jeugdige en stelt de jeugdige op de kortst mogelijke termijn schriftelijk in kennis van de klachtwaardigheid van de beslissing en de mogelijkheid van advies en bijstand door de vertrouwenspersoon. de jeugdhulpverantwoordelijke draagt ervoor zorg dat de toepassing van een vrijheidsbeperkende maatregel in overleg met de jeugdige zo spoedig mogelijk wordt afgebouwd."
DOC1825,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.1,Toepassing vrijheidsbeperkende maatregelen,Doelen en voorwaarden voor de toepassing van vrijheidsbeperkende maatregelen,,Artikel 6.3.1.5,,"indien het niet lukt de toepassing van een vrijheidsbeperkende maatregel voor afloop van de in artikel 6.2.10, eerste lid, onderdeel d, bedoelde termijn af te bouwen, vraagt de jeugdhulpverantwoordelijke advies over het afbouwen van die maatregel aan een niet bij de jeugdhulp betrokken onafhankelijke deskundige. de jeugdhulpverantwoordelijke overweegt het hulpverleningsplan aan te passen op basis van het advies van de onafhankelijke deskundige. artikel 6.2.9, derde, vierde, vijfde en zevende lid, is van toepassing. bij of krachtens algemene maatregel kunnen eisen worden gesteld aan de onafhankelijke deskundige."
DOC1826,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.1,,de jeugdhulpverantwoordelijke kan toezicht uitoefenen of laten uitoefenen op een jeugdige gedurende het verblijf in de gesloten accommodatie.
DOC1827,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.2,,"de jeugdhulpverantwoordelijke kan de bewegingsvrijheid van een jeugdige gedurende het verblijf in de gesloten accommodatie met de volgende maatregelen beperken: vastpakken of vastpakken en vasthouden; het verbod zich op te houden op in het hulpverleningsplan beschreven plaatsen, waarbij indien nodig tevens de tijdstippen waarop dat verbod geldt, kunnen worden vastgesteld; beperking van deelname aan gemeenschappelijke activiteiten; tijdelijke overplaatsing binnen de gesloten accommodatie of naar een andere gesloten accommodatie; de verplichting tijdelijk in de eigen kamer of in een afzonderlijke verblijfsruimte te verblijven zonder de kamer of die ruimte af te sluiten; insluiting in een afzonderlijke en veilige verblijfsruimte. insluiting als bedoeld in het eerste lid, onderdeel f, kan uitsluitend worden toegepast indien een jeugdige twaalf jaar of ouder is en indien er sprake is van een noodsituatie als bedoeld in artikel 6.3.1.2, derde lid. in afwijking van artikel 6.3.1.2, vierde lid, wordt een insluiting ten hoogste gedurende één dag toegepast"
DOC1828,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.2,,"met dien verstande dat een gekwalificeerde gedragswetenschapper de insluiting eenmaal voor ten hoogste één dag kan verlengen indien deze oordeelt dat de noodsituatie nog niet is afgewend en de verlenging noodzakelijk en geschikt is om de noodsituatie af te wenden. in afwijking van artikel 6.3.1.2, vijfde lid, beoordeelt een gekwalificeerde gedragswetenschapper in geval van een insluiting zo spoedig mogelijk of de insluiting noodzakelijk en geschikt is om de noodsituatie af te wenden. zodra een gekwalificeerde gedragswetenschapper oordeelt dat een insluiting niet noodzakelijk en geschikt is om de noodsituatie af te wenden, wordt de insluiting onmiddellijk beëindigd. bij algemene maatregel van bestuur worden regels gesteld over de verblijfsruimte, bedoeld in het eerste lid, onderdeel f, en over de wijze waarop contact wordt gehouden met de jeugdige tijdens de insluiting. voorafgaand aan de toepassing van de maatregelen, bedoeld in het eerste lid, onderdelen b tot en met f, wordt een jeugdige geïnformeerd"
DOC1829,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.2,,"over de duur ervan, in voor de jeugdige duidelijke en toegankelijke bewoordingen."
DOC1830,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.3,,"de jeugdhulpverantwoordelijk kan een jeugdige gedurende het verblijf in de gesloten accommodatie verplichten: deel te nemen aan jeugdhulpverleningsprogramma’s; of geneeskundige behandelingen, waaronder het toedienen van medicijnen, te ondergaan. de behandeling wordt verricht door een arts of, in diens opdracht, door een verpleegkundige."
DOC1831,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.4,,"de jeugdhulpverantwoordelijke kan ten aanzien van een jeugdige gedurende het verblijf in de gesloten accommodatie contacten met personen en organisaties buiten de gesloten accommodatie met de volgende maatregelen beperken: beperking van het brief- en telefoonverkeer of van het gebruik van andere communicatiemiddelen; beperking van bezoek; toezicht op telefoongesprekken, het gebruik van andere communicatiemiddelen en bezoek. indien sprake is van toezicht tijdens een bezoek, informeert de jeugdhulpverantwoordelijke de bezoeker en de jeugdige voorafgaand aan het bezoek over de wijze waarop toezicht wordt gehouden. het toezicht mag er niet toe leiden dat vertrouwelijke mededelingen in het onderhoud tussen de jeugdige en diens rechtsbijstandverlener of vertrouwenspersoon bij derden bekend kunnen worden. de verzending of uitreiking van brieven of berichten kan de jeugdige niet worden geweigerd in geval van brieven of berichten gericht aan of afkomstig van: leden van het koninklijk huis; de eerste of tweede kamer der staten-generaal, leden daarvan, de nederlandse leden"
DOC1832,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.4,,"van het europese parlement of een commissie uit een van beide parlementen; onze ministers; het college of de gemeenteraad of leden van het college of de gemeenteraad; justitiële autoriteiten; de nationale ombudsman en de kinderombudsman; de inspecteurs van de inspectie gezondheidszorg en jeugd; de raad voor strafrechtstoepassing en jeugdbescherming, een commissie daaruit of leden of buitengewone leden daarvan; de klachtencommissie of leden daarvan; organen, of leden daarvan, die krachtens een wettelijk voorschrift of een in nederland geldend verdrag: bevoegd zijn tot kennisneming van klachten of behandeling van met een klacht aangevangen zaken; dan wel zijn belast met het houden van toezicht; diens rechtsbijstandverlener; diens reclasseringsmedewerker of medewerkers van de gecertificeerde instelling; diens ouders, andere gezinsleden, voogd, pleegouders of vrienden, behoudens ingeval de jeugdhulpaanbieder heeft vastgesteld dat zwaarwegende belangen van de jeugdige zich daartegen verzetten; diens vertrouwenspersoon. bij het telefonisch contact met de in het derde lid genoemde personen wordt geen"
DOC1833,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.4,,"ander toezicht uitgeoefend dan voor zover noodzakelijk is om de identiteit van de persoon of instantie met wie de jeugdige een telefoongesprek voert of wenst te voeren, vast te stellen. de in het derde lid, onderdelen g, h, i, j en n, genoemde personen en instanties kunnen een jeugdige te allen tijde bezoeken. indien de in het derde lid, onderdeel m, genoemde personen vanwege dringende verplichtingen of belemmeringen niet in staat zijn de jeugdige op de in de huisregels vastgestelde tijden en plaatsen te bezoeken, stelt de jeugdhulpaanbieder hen buiten deze tijden daartoe in de gelegenheid."
DOC1834,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.5,,"bij het gegronde vermoeden van aanwezigheid van gedragsbeïnvloedende middelen of van voorwerpen die een jeugdige niet in zijn bezit mag hebben, kan de jeugdhulpverantwoordelijke ten aanzien van een jeugdige gedurende het verblijf in de gesloten accommodatie de volgende controles toepassen of laten toepassen: onderzoek aan het lichaam; onderzoek aan de kleding; onderzoek van urine; onderzoek van de kamer van de jeugdige, uitsluitend in aanwezigheid van de jeugdige; onderzoek van poststukken afkomstig van of bestemd voor de jeugdige, uitsluitend in aanwezigheid van de jeugdige. het onderzoek aan het lichaam van de jeugdige wordt verricht op besloten plaatsen en voor zover mogelijk door personen van het geslacht dat de voorkeur heeft van de jeugdige. het onderzoek aan de kleding omvat het bekijken van de eventuele voorwerpen die zich in de kleding bevinden. indien bij een onderzoek als bedoeld in het eerste lid gedragsbeïnvloedende middelen of voorwerpen worden aangetroffen die niet in het"
DOC1835,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.5,,"bezit van de jeugdige mogen zijn, worden deze in beslag genomen en voor de jeugdige bewaard of met zijn toestemming vernietigd, dan wel aan een opsporingsambtenaar overhandigd."
DOC1836,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.6,,"de vervoerder, bedoeld in artikel 6.2.11, eerste lid, kan ten aanzien van een jeugdige tijdens dat vervoer uitsluitend de volgende vrijheidsbeperkende maatregelen toepassen: vastpakken of vastpakken en vasthouden; onderzoek aan de kleding op de aanwezigheid van voorwerpen die een gevaar voor de jeugdige of anderen kunnen opleveren; of tijdelijke plaatsing in een afzonderlijke en af te sluiten ruimte in het vervoermiddel. tijdelijke plaatsing als bedoeld in het eerste lid, onderdeel c, kan uitsluitend worden toegepast indien een jeugdige twaalf jaar of ouder is. zodra de maatregelen, bedoeld in het eerste lid, in het hulpverleningsplan zijn opgenomen, worden zij dienovereenkomstig ten uitvoer gelegd. voorwerpen die een gevaar vormen voor de jeugdige of anderen, worden in beslag genomen door de vervoerder en voor de jeugdige ter bewaring aan de jeugdhulpaanbieder overhandigd. de vervoerder meldt de toepassing van een of meer van de in het eerste lid genoemde maatregelen aan de jeugdhulpaanbieder en"
DOC1837,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.6,,"de gecertificeerde instelling. indien de jeugdige niet onder toezicht is gesteld, informeert de jeugdhulpaanbieder de ouders."
DOC1838,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.3,,Sub-paragraaf6.3.2,Toepassing vrijheidsbeperkende maatregelen,Vrijheidsbeperkende maatregelen,,Artikel 6.3.2.7,,"ten aanzien van een jeugdige voor wie een machtiging is afgegeven en die in verband met deze machtiging aanwezig is in een gerechtsgebouw, kunnen voor de duur van zijn aanwezigheid aldaar uitsluitend de volgende vrijheidsbeperkende maatregelen worden genomen: vastpakken en vasthouden; onderzoek aan de kleding op de aanwezigheid van voorwerpen die een gevaar voor de jeugdige of anderen kunnen opleveren; tijdelijke plaatsing in een geschikte, afzonderlijke en af te sluiten ruimte. tijdelijke plaatsing als bedoeld in het eerste lid, onderdeel c, kan uitsluitend worden toegepast indien een jeugdige twaalf jaar of ouder is. de maatregelen, bedoeld in het eerste lid, worden uitsluitend ten uitvoer gelegd door ambtenaren aangewezen voor de uitvoering van de politietaak, bedoeld in artikel 3 van de politiewet 2012."
DOC1839,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.4,,Artikel6.4.1,Verlof,,,Artikel 6.4.1,,"naast de mogelijkheden die het hulpverleningsplan biedt om de gesloten accommodatie te verlaten, kan de jeugdhulpverantwoordelijke een jeugdige verlof verlenen om de gesloten accommodatie tijdelijk te verlaten als het verlenen van verlof verantwoord is. aan het verlof kan de jeugdhulpaanbieder voorwaarden verbinden betreffende de jeugdhulp en het gedrag van de jeugdige. de jeugdhulpverantwoordelijke verleent uitsluitend verlof indien redelijkerwijs kan worden aangenomen dat de jeugdige de voorwaarden, bedoeld in het tweede lid, zal naleven en, indien de jeugdhulpverantwoordelijke geen gekwalificeerde gedragswetenschapper is, nadat een gekwalificeerde gedragswetenschapper met het verlof heeft ingestemd. de jeugdhulpverantwoordelijke trekt het verlof in indien voortzetting van het verlof, gezien de problemen van de jeugdige, niet langer verantwoord is. de jeugdhulpverantwoordelijke kan het verlof intrekken of de voorwaarden wijzigen in het geval de jeugdige zich niet aan de voorwaarden houdt."
DOC1840,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.5,,Artikel6.5.1,Klachtrecht en schadevergoeding bij vrijheidsbeperkende maatregelen,,,Artikel 6.5.1,,"onverminderd artikel 4.2.3 kan een jeugdige of degene die het gezag over hem heeft binnen een redelijke termijn een schriftelijke klacht indienen bij de klachtencommissie, bedoeld in artikel 4.2.1, tweede lid, tegen: een beslissing tot toepassing van een vrijheidsbeperkende maatregel als bedoeld in de artikelen 6.1.4, zevende lid, en 6.3.2.1 tot en met 6.3.2.5; de toepassing van de artikelen 6.3.2.6, eerste, derde en vierde lid, en 6.3.2.7, eerste lid; een weigering om een kind in de gesloten accommodatie te laten verzorgen en op te voeden als bedoeld in artikel 6.2.8; een beslissing aangaande verlof als bedoeld in artikel 6.4.1. bij algemene maatregel van bestuur worden regels gesteld met betrekking tot de samenstelling van de klachtencommissie bij de behandeling van klachten als bedoeld in het eerste lid en de wijze waarop deze klachten worden behandeld. de klachtencommissie neemt zo spoedig mogelijk, doch in ieder geval binnen vier weken, te rekenen vanaf"
DOC1841,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.5,,Artikel6.5.1,Klachtrecht en schadevergoeding bij vrijheidsbeperkende maatregelen,,,Artikel 6.5.1,,"de datum waarop de klacht is ontvangen, een beslissing op de klacht. de beslissing van de commissie strekt tot: onbevoegdverklaring van de commissie, niet-ontvankelijkverklaring van de klacht, ongegrondverklaring van de klacht, of gegrondverklaring van de klacht. indien de commissie de klacht gegrond verklaart, vernietigt zij de bestreden beslissing geheel of gedeeltelijk. gehele of gedeeltelijke vernietiging brengt vernietiging van de rechtsgevolgen van de beslissing of het vernietigde gedeelte van de beslissing mee. indien de commissie de klacht gegrond verklaart, kan zij degene die de beslissing heeft genomen opdragen een nieuwe beslissing te nemen en voor het nemen daarvan een termijn stellen. indien de commissie de klacht gegrond verklaart, kan zij bepalen dat enige tegemoetkoming, die geldelijk van aard kan zijn, aan de klager geboden is en stelt zij deze tegemoetkoming vast. titel 9.1 van de algemene wet bestuursrecht is niet van toepassing op klachten als bedoeld in dit artikel. de beslissing"
DOC1842,BWBR0034925,Jeugdwet,Hoofdstuk6,Gesloten jeugdhulp bij ernstige opgroei- en opvoedingsproblemen,Paragraaf6.5,,Artikel6.5.1,Klachtrecht en schadevergoeding bij vrijheidsbeperkende maatregelen,,,Artikel 6.5.1,,"vermeldt de mogelijkheid van het instellen van beroep, de wijze waarop en de termijn waarbinnen dit moet worden gedaan alsmede de mogelijkheid tot schorsing van de tenuitvoerlegging van de beslissing, bedoeld in artikel 6.5.5, tweede lid."
